stars,comment
5.0 out of 5 stars,"







  
  
    The book is nice and I bought it for my year toddler he enjoyed it and developed a liking for it, by just asking him to bring his books he could signal for the library but after a month instead of looking at the books he started nibbling on it, as the books are hardbound he was able to swallow the cardboard making the edges soggy. I have to keep it away now. I try interacting with him orally but somehow I want him to get acquainted with books. The only thing I wish was if the books were washable.
  
"
4.0 out of 5 stars,"







  
  
    My baby love the books
  
"
5.0 out of 5 stars,"







  
  
    Must buy
  
"
5.0 out of 5 stars,"







  
  
    These books are so cute. I gifted to my sister baby.He was so happy. And every one is sayingThatIt is a perfect gift for 3 year baby.
  
"
4.0 out of 5 stars,"







  
  
    The book box is really good. Initially, my daughter kept playing with it to remove the book and put it back.The book's classification is well thought to give a kid a flavor of different things to visualize. There are minor pictures which could have been done better - such as having pictures of things which we Indians can visualize, and for Nest word, the picture is of a nest with big eggs and everyone's eyes will go on eggs rather than a nest. Anyway, this is quite a minor issue which we will observe in any best books. The book size is small which is just to know before buying but handly for a kid. Overall the quality of information, book, and book box quality make it work buying for a 2-3 years kid.
  
"
4.0 out of 5 stars,
4.0 out of 5 stars,"







  
  
    All the books are very attractive. Images give real feel of animals etc. My 10 months old baby enjoys a lot. He spends a lot of time on these books. Good learning for babies. Though the books are easy to use, (corners are soft etc.) by small babies, but still they can torn if used regularly. Then there are chances they might put or swallow small paper parts of book in their mouth. So keep an eye. Otherwise books are very good.
  
"
3.0 out of 5 stars,"







  
  
    Size was smaller than expected..
  
"
5.0 out of 5 stars,"







  
  
    Super
  
"
4.0 out of 5 stars,"







  
  
    Baby likes colorful pages
  
"
4.0 out of 5 stars,"







  
  
    Choose this one since this book has actual picturevrather than a cartoon/comic version or a hand drawn version of the same which kids might have difficulty to relate while looking at real life objects. Anither thing is, this set is prepared keeping in mind US audience. The picture for train isn't relevant, avocado is not an Indian thing, many animals in the books are not found in India. It keeps tour baby engaged because of the vibrant content. Nice buy
  
"
5.0 out of 5 stars,"







  
  
    In this price you will get a set of 10 basic books which are super good for your kids who are growing up. I gave it to my nephew who is only  1.4 year old. He loves it. He keeps Playing with it for an hour and he started recognising animals and fruits. So worth buying it
  
"
5.0 out of 5 stars,"







  
  
    These books are really good. Paper of book is very thick.
  
"
5.0 out of 5 stars,"







  
  
    Good picture book but size of the book is tooo smallllll ....
  
"
5.0 out of 5 stars,"







  
  
    Product is very good in quality.
  
"
4.0 out of 5 stars,"







  
  
    Great fit in the hand of my 16 months old baby. Includes basics.
  
"
5.0 out of 5 stars,"







  
  
    very good quality .. it doesn't feel flimsy. the product feels strong . doesn't bend.
  
"
4.0 out of 5 stars,"







  
  
    My son likes these books... I think so it really works to learn. Now he is 1year old. Just watching pictures and playing with the books..
  
"
4.0 out of 5 stars,"







  
  
    This is an excellent program for kid. Quality is good. Only thing I would like that it should have Indian touch in it, rather than US. For example it should have Indian fruits , Indian vegetables, Indian vehicles, Indian pets etc in it. Also ‘Bhindi’ should be ‘Lady Finger’ , not Okra
  
"
5.0 out of 5 stars,"







  
  
    I'm not going to lie! They are small books but, board books usually comes in this size.For the price point, this purely is a gem in the category.Best to get started. This is super cool to initiate & nurture reading habits into our little ones. Don't expect your tiny humans to show interest in reading at the very beginning. Allow them to explore the colour/images first. My 7 month old just loves to go through it for the vibrant colours.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    Product is good quality but size is too small. It should be little more bigger.
  
"
3.0 out of 5 stars,"







  
  
    i think the size must a bit bigger
  
"
5.0 out of 5 stars,"







  
  
    I purchased this for my 2 years old baby. This product is great for starting. Quality of pages are awesome and pages are kind of made of thick cardboard type paper and also safe for small kids to use. I would recommend this personally.
  
"
5.0 out of 5 stars,"







  
  
    Very good quality Best Buy for kidsGood pictures baby enjoyed
  
"
4.0 out of 5 stars,"







  
  
    Images and their colors are very natural, paper quality is good and book are handy to be carried easily by kids. But a few vegetable varieties, and their names; some English words , are not common to India. For example, instead of aeroplanes, they have give airplane; and colors teaching book is not attracting my kid interest.
  
"
5.0 out of 5 stars,"







  
  
    All books are very nice, smaill sized and not tearable. My child is 14 months old he loves to see all these books. It's really good for early learning for our kids.
  
"
5.0 out of 5 stars,"







  
  
    Brought this set of books for my two yes kid. She instantly liked them. Good strength for pages and book which is most important for kids as they play more than they read 😀
  
"
4.0 out of 5 stars,"







  
  
    My baby's first reaction to see this.. WowIt is very useful for kids n very worth in this price, it's hard cover can keep it long but if you have more naughtiest kid then it can use for 3 months too as attached the pictures are after 8 months but good thing is that now my 23 months old baby knows various animals n learnt all colour ,shapes, a to z, 1 to 10, and he knows the difference between farm n wild animals, and amazing thing is that he doesn't habbit of mobile tab or any other gadgets
  
"
5.0 out of 5 stars,"







  
  
    Super for small baby 2 to 3 years.
  
"
5.0 out of 5 stars,"







  
  
    Nice product for small babies. You should buy this when your baby is just 1 yr old and he will start liking it and can enjoy it upto 3 yrs or more also. It has animals, fruits, numbers, transportation etc books. Your kid will get familiar with all these things. And most important , develop a love of reading, touching and enjoying books. The product is small, curved corners so that your baby will play and don't get harmed. A must buy😍😍
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my toddler for my 10 months old infant. Loved it from day one. Asks me to read all the 10 books like flash cards in one sitting for twice a day. After few months when he started speaking he himself identified,read it without any help. He it pulled it to pieces due to over usage. So planning to rebuy the same set again
  
"
4.0 out of 5 stars,"







  
  
    Very useful for kids of small age . Quality is also very nice. Waterproof makes it very handy to kids
  
"
5.0 out of 5 stars,"







  
  
    Nice collection, somewhat small in size but ok for babies
  
"
4.0 out of 5 stars,"







  
  
    Its small and compacts.  Very baby friendly one
  
"
4.0 out of 5 stars,"







  
    বাচ্চাদের উপযোগী বই। সাইজে একটু ছোটো হলেও দেখতে সুন্দর এবং পৃষ্ঠাগুলিও মোটা হওয়াতে মজবুত। তবে পশুপাখি বা অন্যান্য উদাহরণগুলিতে ভারতীয় পরিবেশের নমুনা অধিক গ্রহণ করলে শিশুরা মনেহয় বেশি সুবিধা পাবে। একইসঙ্গে ইংরেজি ছাড়া বাংলা বা অন্যান্য ভাষাতেও এমন কাজ অনলাইন কেনাকাটায় সহজলভ্য হলে মন্দ হয় না ব্যাপারটা।
  
  
"
